Id x y vx vy fx fy
49 91.2671 14.7989 0.000246797 0.00994859 -3.18127e-05 6.16234e-05
50 2.71447 12.7048 -0.0113016 -0.00216749 1.1653e-06 1.98736e-06
51 66.7205 68.5989 -0.0139095 0.00717327 -3.35546e-06 5.21596e-06
52 5.39694 12.9758 -0.00751724 0.00139093 1.18087e-06 2.1269e-06
53 7.73369 8.11719 0.00628814 -0.000345215 1.21213e-06 2.44092e-06
54 60.3029 55.1195 0.00593703 0.000379178 -1.28503e-06 5.03539e-06
55 99.6986 77.3924 -0.016464 0.00394236 -7.31441e-05 2.46282e-05
56 47.4976 69.0952 0.000787544 0.00396042 2.75588e-07 2.38008e-06
57 97.6029 3.22958 0.00969185 0.0073368 -6.87587e-05 0.000132166
58 83.2331 17.2992 -0.00510095 0.00815402 -1.54472e-05 3.60642e-05
59 97.77 18.8058 0.000580574 -0.00674185 -4.96774e-05 7.88235e-05
60 78.3501 87.3355 0.00192562 -0.0054624 -1.22568e-05 2.91971e-06
61 93.3659 19.0408 0.00717188 0.0083519 -3.4301e-05 5.98142e-05
62 45.3155 90.9108 -0.00090606 -0.0110069 4.97988e-07 3.03493e-07
63 50.6643 48.1147 -0.000933408 0.0201827 -2.34088e-08 3.79275e-06
64 85.7938 41.0457 -0.00125738 0.000276584 -1.04236e-05 1.55863e-05
65 4.14504 30.8349 -0.00165698 0.00509114 1.07277e-06 1.46551e-06
66 30.8457 90.0057 -0.000207377 -0.0179242 1.14564e-06 2.34126e-07
67 35.6889 84.3535 0.0181022 0.00350873 1.00464e-06 6.59481e-07
68 68.0694 17.3132 0.0035098 -0.0143648 -3.96265e-06 1.71794e-05
69 85.461 36.4033 -0.00248242 0.00106887 -1.16435e-05 1.91164e-05
70 20.4935 43.8071 -0.00648524 -0.00143076 9.57706e-07 1.6083e-06
71 43.048 65.4496 -0.00673141 0.00353865 5.7831e-07 2.25142e-06
72 84.8217 71.7409 0.00895365 0.0126517 -1.79871e-05 1.16241e-05
73 99.7997 89.117 -0.00618073 0.000683988 -8.89316e-05 8.78354e-06
74 13.0965 5.71023 0.00415346 -0.00708397 1.24144e-06 2.93965e-06
75 66.8482 65.623 -0.00827819 0.00888118 -3.26223e-06 5.62127e-06
76 50.9069 99.3316 0.0119391 -0.0237073 -6.4075e-08 -6.49932e-07
77 20.844 51.988 -0.00622399 0.0127957 1.03065e-06 1.46586e-06
78 53.6632 56.9393 -0.0123448 -0.0040962 -3.4223e-07 3.86418e-06
79 51.1541 45.1924 -0.00140118 0.00214488 -6.20343e-08 3.91688e-06
80 24.6246 13.4163 0.00842217 -0.00609765 1.17891e-06 3.68832e-06
81 28.6639 3.39322 0.0173023 0.0274282 1.17332e-06 4.89513e-06
82 64.134 94.1125 -0.016011 0.0103014 -2.98259e-06 -2.48241e-08
83 84.5335 5.3011 0.0146489 0.00960897 -2.05692e-05 5.34201e-05
84 6.87982 41.6483 0.0045258 -0.00735557 9.98643e-07 1.20177e-06
85 37.3789 65.6034 0.00102335 -0.00603855 8.46585e-07 1.84879e-06
86 26.4371 34.9405 -0.00885557 -0.00626745 9.89737e-07 2.44117e-06
87 47.8529 57.8404 -0.00921299 -0.0162664 2.17176e-07 3.1059e-06
88 93.4175 64.4565 -0.000552871 -0.0185698 -3.04606e-05 2.09091e-05
89 24.385 26.3723 0.00862595 -0.00604159 1.08925e-06 2.83355e-06
90 46.5008 68.6281 -0.00292981 -0.00471841 3.56118e-07 2.32834e-06
91 48.2392 31.1451 -0.00790284 -0.0245223 1.84193e-07 5.40498e-06
92 38.7217 9.30934 -0.0122356 -0.0141033 8.67152e-07 6.2986e-06
93 79.053 25.1006 0.00172825 0.000853546 -9.38422e-06 2.25499e-05
94 52.8749 74.0591 0.0159374 -0.00937391 -3.05027e-07 2.43877e-06
95 8.15695 16.5842 -0.00506802 0.00583928 1.17819e-06 2.16009e-06
96 53.3621 58.6253 -0.00646115 -0.0190924 -3.14561e-07 3.73263e-06
97 49.711 92.6425 0.0139627 -0.0139339 7.82604e-08 1.58311e-07
98 13.0689 25.1986 0.00300621 0.00018118 1.13886e-06 2.09992e-06
99 96.0585 16.1643 -0.0125905 -0.00201213 -4.62577e-05 7.88225e-05
100 50.3811 93.998 -0.0104966 -0.00602553 0 0
