Id x y vx vy fx fy
26 83.9736 1.02625 -0.00601771 -0.0173077 -2.08252e-05 5.69902e-05
27 74.8842 96.8396 0.0161549 0.0155404 -9.29158e-06 -1.13156e-06
28 2.14239 41.4666 -0.0118429 0.0019729 9.85892e-07 1.07696e-06
29 25.2509 48.1769 0.0139143 -0.0110109 9.54611e-07 1.75572e-06
30 32.0083 96.7975 0.0100688 -0.00771736 1.11408e-06 -1.83866e-07
31 0.686906 63.495 0.00137519 -0.0130437 1.09772e-06 6.74076e-07
32 69.8793 62.3403 0.0105803 0.0140219 -4.31756e-06 6.85928e-06
33 81.2394 80.5273 -0.0187618 0.00471586 -1.5493e-05 6.60505e-06
34 9.12603 85.2061 -0.00894829 0.00795421 1.23582e-06 2.59937e-07
35 56.7161 42.1942 0.00167277 -0.00454481 -6.52997e-07 5.06921e-06
36 72.5823 87.679 0.00170536 0.00666024 -7.40277e-06 2.0181e-06
37 60.1243 73.7749 0.0130105 -0.014988 -1.674e-06 3.3357e-06
38 72.1414 43.9703 -0.00503499 0.00424457 -3.61778e-06 8.16914e-06
39 9.51195 1.52905 0.00397676 0.00608132 1.23945e-06 2.82059e-06
40 8.13683 31.1917 0.0115046 -0.00135266 1.08437e-06 1.6196e-06
41 79.8256 36.2843 -0.0126626 0.000483152 -7.86766e-06 1.52103e-05
42 41.7139 86.7639 0.00186575 -0.00650892 7.21044e-07 6.08903e-07
43 80.1188 67.9129 -0.00442022 0.0156488 -1.16504e-05 1.00422e-05
44 59.5323 78.0226 -0.00825143 -0.000276223 -1.59244e-06 2.65706e-06
45 88.2503 54.9001 -0.00226882 -0.000678011 -1.60942e-05 1.64032e-05
46 65.4084 92.3411 -0.00657249 0.0101074 -3.58208e-06 3.44651e-07
47 93.663 7.38108 -0.0114591 0.00664608 -4.6194e-05 9.15854e-05
48 34.711 6.29041 -0.00527246 -0.00166914 1.0167e-06 5.79531e-06
49 91.2601 15.1251 -0.000715164 0.011799 -3.22978e-05 6.16981e-05
50 2.37595 12.6407 -0.0112667 -0.00210794 1.16468e-06 1.98248e-06
51 66.3017 68.8164 -0.0140098 0.00732858 -3.33646e-06 5.13777e-06
52 5.17196 13.0185 -0.00748182 0.0014547 1.18045e-06 2.12451e-06
53 7.92288 8.10794 0.00632453 -0.000271563 1.21414e-06 2.46926e-06
54 60.4804 55.1331 0.00589709 0.000531501 -1.3783e-06 5.11977e-06
55 99.1719 77.5217 -0.018646 0.00467176 -7.22539e-05 2.39772e-05
56 47.5214 69.2151 0.000795384 0.00403193 2.4693e-07 2.3872e-06
57 97.8622 3.50982 0.00757704 0.0113668 -7.21634e-05 0.000136348
58 83.0731 17.56 -0.00556553 0.00923301 -1.55201e-05 3.58567e-05
59 97.7648 18.6392 -0.000929573 -0.00435374 -5.09552e-05 8.03107e-05
60 78.4023 87.1729 0.00155168 -0.00537402 -1.26731e-05 2.9716e-06
61 93.5655 19.3184 0.00612679 0.0101579 -3.53509e-05 6.05436e-05
62 45.2886 90.5808 -0.000891467 -0.0109975 4.7478e-07 3.21624e-07
63 50.6363 48.7219 -0.000934479 0.0202967 -4.81467e-08 3.80862e-06
64 85.7514 41.061 -0.00157215 0.00074457 -1.05587e-05 1.56098e-05
65 4.09581 30.9883 -0.00162481 0.00513509 1.07159e-06 1.46456e-06
66 30.8399 89.4681 -0.00017311 -0.0179168 1.13876e-06 2.57598e-07
67 36.2324 84.4591 0.0181319 0.00352852 9.75409e-07 6.59834e-07
68 68.1729 16.89 0.00338818 -0.0138429 -4.14647e-06 1.76165e-05
69 85.3813 36.4439 -0.00283362 0.00164243 -1.17671e-05 1.91169e-05
70 20.2994 43.7649 -0.00645654 -0.00138253 9.55567e-07 1.60677e-06
71 42.8464 65.5567 -0.00671414 0.00360607 5.73152e-07 2.24347e-06
72 85.0821 72.1257 0.00839783 0.0130033 -1.90747e-05 1.18164e-05
73 99.5741 89.1415 -0.00886428 0.000943221 -8.98552e-05 8.48633e-06
74 13.2217 5.49904 0.00419072 -0.0069952 1.24262e-06 2.97862e-06
75 66.5983 65.8919 -0.00837671 0.00904926 -3.30579e-06 5.58398e-06
76 51.2651 98.6201 0.0119359 -0.0237261 -1.50262e-07 -6.01983e-07
77 20.6577 52.3725 -0.00619301 0.0128396 1.03512e-06 1.45877e-06
78 53.2927 56.8181 -0.0123549 -0.00398044 -3.36035e-07 3.85341e-06
79 51.112 45.2586 -0.00140338 0.00226284 -8.50129e-08 3.94733e-06
80 24.8778 13.2351 0.00845746 -0.00598602 1.17348e-06 3.75417e-06
81 29.1835 4.21828 0.0173372 0.0275761 1.15639e-06 4.96158e-06
82 63.6523 94.4215 -0.0160995 0.0102991 -2.92347e-06 -1.30022e-07
83 84.9635 5.61369 0.0140126 0.0112389 -2.18533e-05 5.52345e-05
84 7.01604 41.4281 0.00455577 -0.00731929 9.99888e-07 1.21679e-06
85 37.41 65.4231 0.00104855 -0.00598276 8.33622e-07 1.87022e-06
86 26.1719 34.7535 -0.00882589 -0.00619416 9.89172e-07 2.44511e-06
87 47.5766 57.3538 -0.00920653 -0.0161729 2.13343e-07 3.12461e-06
88 93.3872 63.9088 -0.0014722 -0.0179369 -3.08194e-05 2.12774e-05
89 24.6442 26.1923 0.00865855 -0.00595586 1.0836e-06 2.88247e-06
90 46.4131 68.4876 -0.00291939 -0.00464831 3.38173e-07 2.34477e-06
91 48.0022 30.4119 -0.00789739 -0.0243587 1.79209e-07 5.50516e-06
92 38.355 8.88908 -0.0122096 -0.0139142 8.70415e-07 6.31215e-06
93 79.1006 25.1364 0.00144312 0.00153332 -9.62346e-06 2.27643e-05
94 53.3529 73.779 0.0159266 -0.00929944 -4.14464e-07 2.52688e-06
95 8.00544 16.7604 -0.00503269 0.00590403 1.17705e-06 2.15641e-06
96 53.1681 58.0542 -0.00647078 -0.0189798 -3.27056e-07 3.77077e-06
97 50.1299 92.2246 0.0139638 -0.0139286 -7.66342e-09 1.91508e-07
98 13.1596 25.205 0.00304036 0.00024441 1.13787e-06 2.11539e-06
99 95.66 16.1393 -0.0139712 0.000340295 -4.57464e-05 7.79379e-05
100 50.0662 93.8172 -0.0104966 -0.00602553 0 0
