Id x y vx vy fx fy
53 7.82818 8.11229 0.00630634 -0.000308483 1.21315e-06 2.45505e-06
54 60.3918 55.1257 0.00591741 0.000455048 -1.33125e-06 5.07741e-06
55 99.4433 77.4543 -0.0175587 0.00430962 -7.27491e-05 2.43187e-05
56 47.5095 69.1549 0.000791573 0.00399617 2.61371e-07 2.38369e-06
57 97.7405 3.35463 0.00864687 0.00933677 -7.05104e-05 0.000134372
58 83.1548 17.4256 -0.00533304 0.00869448 -1.54874e-05 3.59691e-05
59 97.7731 18.7135 -0.000169957 -0.00555298 -5.03494e-05 7.96218e-05
60 78.3776 87.2539 0.00174015 -0.00541839 -1.2465e-05 2.94588e-06
61 93.4696 19.1729 0.0066531 0.00925246 -3.48415e-05 6.02107e-05
62 45.302 90.7457 -0.000898674 -0.0110023 4.86453e-07 3.12519e-07
63 50.6503 48.418 -0.000933851 0.0202397 -3.56512e-08 3.80083e-06
64 85.7738 41.0516 -0.00141431 0.000510567 -1.04925e-05 1.56003e-05
65 4.12029 30.9115 -0.00164088 0.00511313 1.07219e-06 1.46505e-06
66 30.8427 89.7368 -0.000190212 -0.0179206 1.14224e-06 2.45812e-07
67 35.9607 84.4063 0.0181172 0.00351862 9.90338e-07 6.59717e-07
68 68.1216 17.0996 0.00344966 -0.0141054 -4.05406e-06 1.73977e-05
69 85.4225 36.4215 -0.00265762 0.00135575 -1.17071e-05 1.91198e-05
70 20.3963 43.7858 -0.00647087 -0.00140663 9.56641e-07 1.60754e-06
71 42.9471 65.5029 -0.00672275 0.0035724 5.75745e-07 2.24748e-06
72 84.954 71.932 0.00867972 0.0128268 -1.85257e-05 1.17221e-05
73 99.697 89.1283 -0.00751949 0.000814763 -8.9481e-05 8.64416e-06
74 13.159 5.60427 0.00417209 -0.00703972 1.24204e-06 2.95906e-06
75 66.7236 65.7568 -0.00832731 0.00896539 -3.28407e-06 5.60298e-06
76 51.0861 98.9758 0.0119379 -0.0237169 -1.06587e-07 -6.2635e-07
77 20.7507 52.1801 -0.00620851 0.0128177 1.03289e-06 1.46235e-06
78 53.4779 56.8782 -0.0123499 -0.00403826 -3.39132e-07 3.85882e-06
79 51.133 45.2251 -0.0014022 0.00220377 -7.34552e-08 3.93209e-06
80 24.7511 13.3252 0.00843984 -0.00604206 1.17625e-06 3.72109e-06
81 28.9237 3.80533 0.0173198 0.0275019 1.16507e-06 4.92845e-06
82 63.8934 94.267 -0.0160555 0.0103007 -2.95308e-06 -7.76512e-08
83 84.751 5.45133 0.0143355 0.0104174 -2.12087e-05 5.43349e-05
84 6.94784 41.538 0.00454079 -0.00733748 9.99276e-07 1.20926e-06
85 37.3943 65.513 0.001036 -0.00601073 8.40152e-07 1.85948e-06
86 26.3044 34.8467 -0.00884072 -0.00623081 9.89459e-07 2.44315e-06
87 47.7146 57.5967 -0.00920974 -0.0162197 2.15258e-07 3.1153e-06
88 93.4058 64.1802 -0.00101134 -0.0182547 -3.06466e-05 2.10977e-05
89 24.5145 26.282 0.00864227 -0.00599889 1.08648e-06 2.8579e-06
90 46.4569 68.5576 -0.00292453 -0.00468341 3.47186e-07 2.33655e-06
91 48.1206 30.7778 -0.0079001 -0.0244408 1.81719e-07 5.45504e-06
92 38.5382 9.09843 -0.0122226 -0.0140088 8.68794e-07 6.30545e-06
93 79.0779 25.116 0.00158653 0.00119274 -9.50469e-06 2.26602e-05
94 53.114 73.9188 0.0159324 -0.00933699 -3.58966e-07 2.48243e-06
95 8.08104 16.6721 -0.00505034 0.00587168 1.17763e-06 2.15826e-06
96 53.2651 58.3392 -0.00646592 -0.0190362 -3.20818e-07 3.75177e-06
97 49.9206 92.4335 0.0139635 -0.0139314 3.5913e-08 1.7469e-07
98 13.1142 25.2015 0.0030233 0.000212747 1.13838e-06 2.10765e-06
99 95.8644 16.143 -0.013283 -0.000832207 -4.60319e-05 7.84311e-05
100 50.2236 93.9076 -0.0104966 -0.00602553 0 0
