Id x y vx vy fx fy
25 36.0406 60.9773 -0.0032648 0.00286319 8.47446e-07 1.98985e-06
26 83.9432 0.940426 -0.00612196 -0.0170224 -2.08739e-05 5.71206e-05
27 74.9649 96.9173 0.0161082 0.0155347 -9.40557e-06 -1.17997e-06
28 2.08318 41.4765 -0.011838 0.00197828 9.85556e-07 1.07562e-06
29 25.3204 48.1219 0.013919 -0.0110021 9.52954e-07 1.76229e-06
30 32.0587 96.7589 0.0100744 -0.00771828 1.1116e-06 -1.83985e-07
31 0.693796 63.4297 0.00138067 -0.0130403 1.09788e-06 6.75764e-07
32 69.9321 62.4105 0.0105586 0.0140563 -4.36776e-06 6.88035e-06
33 81.1454 80.551 -0.0188392 0.00474879 -1.54454e-05 6.56685e-06
34 9.0813 85.2458 -0.00894211 0.0079555 1.23601e-06 2.57914e-07
35 56.7245 42.1715 0.00166949 -0.00451944 -6.60241e-07 5.07824e-06
36 72.5908 87.7123 0.00166823 0.0066703 -7.44795e-06 2.00401e-06
37 60.1893 73.7 0.013002 -0.0149713 -1.70129e-06 3.35842e-06
38 72.1161 43.9917 -0.00505311 0.00428544 -3.63019e-06 8.17862e-06
39 9.53184 1.55949 0.00398295 0.00609543 1.23967e-06 2.82427e-06
40 8.19436 31.1849 0.01151 -0.00134456 1.08449e-06 1.62344e-06
41 79.7622 36.2869 -0.012702 0.000559134 -7.8547e-06 1.51822e-05
42 41.7232 86.7314 0.00186934 -0.00650587 7.17332e-07 6.10493e-07
43 80.0966 67.9913 -0.0044786 0.015699 -1.17035e-05 1.00356e-05
44 59.491 78.0213 -0.0082594 -0.000262945 -1.59544e-06 2.65407e-06
45 88.2387 54.8969 -0.00234944 -0.000595913 -1.61548e-05 1.64359e-05
46 65.3755 92.3916 -0.00659042 0.0101091 -3.5902e-06 3.26139e-07
47 93.6051 7.41545 -0.0116899 0.00710352 -4.61235e-05 9.13888e-05
48 34.6846 6.28214 -0.00526738 -0.00164016 1.01579e-06 5.79858e-06
49 91.2561 15.1849 -0.000876827 0.0121075 -3.23667e-05 6.16864e-05
50 2.31963 12.6302 -0.0112609 -0.00209803 1.16458e-06 1.98166e-06
51 66.2316 68.8531 -0.0140265 0.00735424 -3.33318e-06 5.12455e-06
52 5.13456 13.0258 -0.00747592 0.00146532 1.18037e-06 2.12411e-06
53 7.95452 8.10661 0.00633061 -0.000259205 1.21446e-06 2.47403e-06
54 60.5099 55.1358 0.00589016 0.000557136 -1.39419e-06 5.13397e-06
55 99.0778 77.5453 -0.0190068 0.00479135 -7.20669e-05 2.38564e-05
56 47.5254 69.2353 0.000796606 0.00404387 2.42063e-07 2.38835e-06
57 97.8992 3.56836 0.0072149 0.01205 -7.26901e-05 0.000136952
58 83.0451 17.6066 -0.00564316 0.00941219 -1.55293e-05 3.58153e-05
59 97.7595 18.6185 -0.00118482 -0.00395167 -5.1142e-05 8.05154e-05
60 78.4099 87.1461 0.00148814 -0.00535914 -1.27425e-05 2.98008e-06
61 93.5957 19.3699 0.00594963 0.0104609 -3.55135e-05 6.06401e-05
62 45.2841 90.5258 -0.000889103 -0.0109959 4.70855e-07 3.24679e-07
63 50.6316 48.8234 -0.00093473 0.0203158 -5.23722e-08 3.81115e-06
64 85.7434 41.0649 -0.00162499 0.000822625 -1.05802e-05 1.5612e-05
65 4.0877 31.014 -0.00161945 0.00514242 1.07138e-06 1.4644e-06
66 30.8391 89.3785 -0.000167419 -0.0179155 1.13759e-06 2.61553e-07
67 36.3231 84.4767 0.0181368 0.00353182 9.70287e-07 6.59846e-07
68 68.1898 16.821 0.00336737 -0.0137546 -4.17752e-06 1.76896e-05
69 85.367 36.4524 -0.0028925 0.00173801 -1.17862e-05 1.91145e-05
70 20.2671 43.758 -0.00645176 -0.0013745 9.55207e-07 1.60651e-06
71 42.8128 65.5748 -0.00671127 0.00361729 5.72281e-07 2.24212e-06
72 85.1238 72.1908 0.00830199 0.0130625 -1.92601e-05 1.18469e-05
73 99.5287 89.1463 -0.00931378 0.000985512 -8.99404e-05 8.42969e-06
74 13.2427 5.4641 0.00419693 -0.00698029 1.2428e-06 2.98517e-06
75 66.5564 65.9372 -0.00839326 0.00907717 -3.31301e-06 5.57749e-06
76 51.3247 98.5015 0.0119351 -0.0237291 -1.65095e-07 -5.93676e-07
77 20.6267 52.4367 -0.00618783 0.0128469 1.03587e-06 1.45756e-06
78 53.2309 56.7983 -0.0123566 -0.00396117 -3.35002e-07 3.85159e-06
79 51.105 45.2699 -0.00140382 0.00228259 -8.88993e-08 3.95243e-06
80 24.9201 13.2052 0.00846332 -0.00596722 1.17253e-06 3.76528e-06
81 29.2702 4.35622 0.017343 0.0276009 1.1534e-06 4.9726e-06
82 63.5718 94.473 -0.0161141 0.0102984 -2.91356e-06 -1.4739e-07
83 85.0333 5.67057 0.0139028 0.0115159 -2.20692e-05 5.55307e-05
84 7.03883 41.3916 0.00456077 -0.0073132 1.00009e-06 1.21932e-06
85 37.4152 65.3932 0.00105272 -0.0059734 8.31422e-07 1.87382e-06
86 26.1278 34.7226 -0.00882094 -0.00618193 9.89074e-07 2.44575e-06
87 47.5305 57.273 -0.00920547 -0.0161573 2.12705e-07 3.1277e-06
88 93.3795 63.8194 -0.00162644 -0.0178304 -3.0874e-05 2.13354e-05
89 24.6875 26.1626 0.00866396 -0.00594142 1.08261e-06 2.89071e-06
90 46.3985 68.4644 -0.00291771 -0.00463658 3.35148e-07 2.34751e-06
91 47.9627 30.2902 -0.0078965 -0.0243311 1.78364e-07 5.52189e-06
92 38.294 8.81959 -0.0122052 -0.0138826 8.70951e-07 6.31435e-06
93 79.1077 25.1444 0.0013949 0.00164723 -9.66268e-06 2.27976e-05
94 53.4325 73.7326 0.0159245 -0.00928677 -4.33331e-07 2.54189e-06
95 7.98029 16.7899 -0.0050268 0.00591481 1.17686e-06 2.15578e-06
96 53.1357 57.9594 -0.00647242 -0.018961 -3.29132e-07 3.77707e-06
97 50.1998 92.1549 0.0139637 -0.0139277 -2.24788e-08 1.97217e-07
98 13.1748 25.2062 0.00304605 0.000254993 1.13769e-06 2.11798e-06
99 95.5896 16.142 -0.0141996 0.000729522 -4.56381e-05 7.77512e-05
100 50.0137 93.7871 -0.0104966 -0.00602553 0 0
